name,time,portions,difficulty,description,ingredients,steps,website,url,image_url
sparkling mint & lemon juleps,10 mins,6,Easy,A sparkling wine cocktail to start a lovely evening,"['85g golden caster sugar', '4 tbsp fresh lemon juice', '1 bottle of chilled, sparkling wine (Cava is a good choice)', '20g/1oz pack fresh mint']","['Put the sugar and lemon juice in a small pan and heat gently to dissolve the sugar. Simmer for 2 minutes to make a syrup. Remove from the heat and leave to cool. This can be made in advance and kept in the fridge for up to a week.', 'To serve, pour the lemon syrup into 6 champagne flutes or tall glasses, top up each glass with the chilled sparkling wine, then stir quickly to mix before serving with mint sprigs tucked in the top.']",bbc,https://www.bbcgoodfood.com/recipes/sparkling-mint-lemon-juleps,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-444718_11-e3d1f3f.jpg
watermelon gin spritzer,10 mins,8,Easy,A refreshing cocktail - perfect for a summer evening in the garden,"['2large limes', '100g watermelon', '2 tbsp gin', 'tonic water']","['Cut the limes into 16 pieces. Squeeze 2 pieces of lime into each of the 8 glasses, then drop in the squeezed flesh. Chop the watermelon and divide among the glasses, and throw in some ice cubes. Pour gin over each and top up with chilled tonic water.']",bbc,https://www.bbcgoodfood.com/recipes/watermelon-gin-spritzer,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-4122_11-e808be2.jpg
bitter orange & cardamom martinis,15 mins,6,Easy,"A decadent cocktail infused with the aroma of Christmas spice, this is sure to get the party season going","['12 cardamom pods', '6 tbsp Seville orange marmalade , plus more to serve', '400ml vodka', '125ml Cointreau', '4 tbsp lemon juice', 'ice , to serve']","['Bash 6 cardamom pods in a pestle and mortar until they split.', 'Melt the marmalade in a pan, then whisk in the vodka. Add the crushed pods. Don’t boil the mix, simply warm it for a few mins. Leave to infuse off the heat for 20 mins, then strain.', 'Add the Cointreau and lemon juice and chill (or keep in the freezer). Serve in glasses with a little more marmalade in the bottom, ice and a cardamom pod floating on top.']",bbc,https://www.bbcgoodfood.com/recipes/bitter-orange-cardamom-martinis,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-73620_10-7f47247.jpg
mulled wine cocktail,2 mins,4,Easy,"The perfect party drink, as it can be made well ahead, then brought out of the fridge as guests arrive – or serve it hot for a traditional winter warmer","['100g/4oz light muscovado sugar', '1 star anise', '1 cinnamon stick', '4 cloves', '150ml water', '1 lemon', '2 clementines', '150ml Cointreau', '750ml/ 1¼pint bottle light red wine , such as Beaujolais', 'Twist of orange zest and a star anise, to serve']","['Put 100g light muscovado sugar in a pan with 1 star anise, 1 cinnamon stick, 4 cloves and 150ml water. Bring slowly to the boil, stirring to dissolve the sugar.', 'Simmer for 2 mins, then pour into a large jug and leave to cool. Add 1 lemon and 2 clementines, both thinly sliced, to the jug along with 150ml Cointreau and a 750ml bottle light red wine, such as a Beaujolais. Stir well, then cover and chill for at least 2 hrs or overnight if you can.', 'Serve chilled or over ice, with a twist of orange zest and a star anise. If you’d like to serve a traditional warm mulled wine, there’s no need to chill – simply warm through without boiling and serve in heatproof glasses.']",bbc,https://www.bbcgoodfood.com/recipes/mulled-wine-cocktail,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-444737_11-c63e0c7.jpg
appleberry mulled wine,30 mins,for,Easy,This mulled wine recipe is packed with cinnamon and berry flavours - a real winter warmer,"['2 x 75cl bottles red wine (such as Merlot; better quality wine makes all the difference)', '1l good-quality cloudy apple juice', '115g caster sugar', '1long cinnamon stick , snapped in half', '2 star anise', '3 tbsp orange Curaçao or Cointreau', 'a handful or so (about 100g/4oz) frozen mulled fruit or fruits of the forest or Black Forest fruits', '3small red-skinned apples , sliced into rings']","['Pour the wine and apple juice into a large saucepan and add the sugar, cinnamon stick and star anise. Heat gently, stirring once or twice, until the sugar has dissolved, then continue heating gently for another 15 minutes.', 'Just before serving, swirl in the Curaçao or Cointreau, throw in the frozen fruits and add the apple slices.']",bbc,https://www.bbcgoodfood.com/recipes/appleberry-mulled-wine,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1268_12-a4f8330.jpg
eastern breeze,10 mins,6,Easy,"Christmas is hectic enough, so this vibrant vegan cocktail couldn’t be simpler to make and is perfect for batch making quickly for a large group","['ice', '300ml vodka', '24 mint leaves', 'seeds from 1 pomegranate (about 1 heaped tsp per glass)', '600ml apple juice']","['Fill six highball or big wine glasses with ice and divide 300ml vodka between them. Add 24 mint leaves, seeds from 1 pomegranate (about 1 heaped tsp per glass) and 600ml apple juice, then stir with a straw or chopstick to muddle.']",bbc,https://www.bbcgoodfood.com/recipes/eastern-breeze,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/eastern-breeze-fce3543.jpg
tequila sunrise,5 mins,1,Easy,"Master the art of a classic tequila sunrise, with grenadine, tequila, triple sec, orange juice – and of course a cocktail cherry and umbrella as garnish","['2 tsp grenadine', 'ice', '50ml tequila', '1 tbsp triple sec', '1 large orange, or 2 small ones, juiced', '½ lemon, juiced', '1 cocktail cherry']","['Pour the grenadine into the base of a tall glass and set aside. Fill a cocktail shaker with ice and add the tequila, triple sec and fruit juices. Shake until the outside of the shaker feels cold.', 'Add a few ice cubes to the serving glass then carefully double strain the cocktail into it, trying not to disturb the grenadine layer too much. Add more ice if needed to fill the glass then garnish with a cherry on a stick or cocktail umbrella.']",bbc,https://www.bbcgoodfood.com/recipes/tequila-sunrise,https://images.immediate.co.uk/production/volatile/sites/30/2018/04/tequila-sunrise-18167a1.jpg
daiquiri,5 mins,1,Easy,"Master the art of the daiquiri with white rum, sugar and lime. We also have three twists on this classic cocktail that will go down a storm at any party","['50ml white rum', '25ml lime juice', '10ml sugar syrup', 'ice']","['Shake all the ingredients in a cocktail shaker and strain into a cocktail glass. ', 'Strawberry daiquiri', 'Hemingway’s ‘Papa Doble’ daiquiri', 'La Terraza’s blue daiquiri']",bbc,https://www.bbcgoodfood.com/recipes/daiquiri,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/lime-daiquiri-7ac7e81.jpg
pimm's,5 mins,3,Easy,"A true taste of summer, serve this fruity punch with fresh mint leaves, cucumber, orange and strawberries","[""200ml Pimm's No. 1"", '600ml lemonade', 'mint sprigs, sliced cucumber, sliced orange and strawberries, to serve']","['Fill a jug with ice and pour over the Pimm’s and lemonade. Give it a good stir then add the mint, cucumber and fruit.']",bbc,https://www.bbcgoodfood.com/recipes/pimms,https://images.immediate.co.uk/production/volatile/sites/30/2013/11/Pimms-2b23cd0.jpg
woo woo,5 mins,1,Easy,"Mix vodka, peach schnapps, cranberry juice and fresh lime to make this perfect party cocktail, garnished with a lime wedge (and maybe a tiny umbrella too)","['50ml vodka', '25ml peach schnapps', '100ml cranberry juice', 'few drops fresh lime juice', 'ice', 'wedge of lime']","['Fill a cocktail shaker with ice then add the vodka, peach schnapps, cranberry juice and a few drops of lime juice. Shake really well then strain into a tumbler with extra ice. Garnish with a wedge of lime. ']",bbc,https://www.bbcgoodfood.com/recipes/woo-woo,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/440x400-woo-woo-1a6bc34.jpg
elderflower & cucumber g&ts,10 mins,4,Easy,"This delicately coloured, refreshing take on the classic gin and tonic makes a perfect picnic tipple","['10 cm piece of cucumber', '100ml elderflower cordial', '100ml gin', '1l bottle tonic water , to serve']","['Peel 2 long strips from the piece of cucumber and put in a small tupperware for transporting. Grate the remaining cucumber into a sieve set over a bowl and press down on it with the back of a spoon to extract as much juice as possible. Add the elderflower cordial and gin to the cucumber juice and put in a bottle ready for travelling. At your picnic, wind the strips of cucumber around inside 2 glasses, pour in a quarter of the cucumber gin mixture, and top up with with a quarter of the bottle of tonic water to serve.']",bbc,https://www.bbcgoodfood.com/recipes/elderflower-cucumber-gts,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/elderflower-cucumber-gts-8224599.jpg
claridge’s sazerac,10 mins,1,Easy,"Mix whiskey, cognac and absinthe with bitters to make this chic cocktail, adapted from Cecil Beaton’s Cocktail Book, produced by the National Portrait Gallery in collaboration with Claridge’s","['2 drops of absinthe (we used Pernod)', '30ml rye whiskey (we used Michter’s)', '30ml cognac (we used Rémy Martin VSOP)', '2 drops of Peychaud’s bitters', '5ml sugar syrup', '1 strip of lemon peel , to garnish']","['Put a tumbler in the freezer. When it’s freezing cold, pour in the absinthe, swirl it so it thinly coats the inside of the glass, then tip it away. This is called rinsing. ', 'Stir the remaining ingredients, except the lemon peel garnish, together in a mixing glass, then strain into the prepared tumbler. ', 'Garnish with the lemon peel and serve.']",bbc,https://www.bbcgoodfood.com/recipes/claridges-sazerac,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/claridges-sazerac-64aa0d9.jpg
white rabbit cocktail,5 mins,2,Easy,"Enjoy a springtime twist on a brandy alexander with a white rabbit cocktail. It's a blend of amaretto, cream, lemon curd and vanilla, finished with flowers","['80ml gin', '50ml amaretto', '50ml double cream', '1 tsp lemon curd', '¼ tsp vanilla paste', 'handful of ice', 'edible flowers , to serve']","['Put the gin, amaretto, double cream, lemon curd and vanilla paste into a cocktail shaker with a handful of ice and shake until the outside of the shaker feels very cold. Strain into two small cocktail or coupe glasses and garnish with edible flowers before serving.']",bbc,https://www.bbcgoodfood.com/recipes/white-rabbit-cocktail,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/white-rabbit-1ad128e.jpg
zombie cocktail,5 mins,1,Easy,"Blend white and dark rum with lime juice, pineapple juice and a splash of grenadine to make this ghoulish Halloween cocktail. Garnish with cherries and mint","['25ml dark rum (or a mixture of dark rum and golden rum)', '25ml white rum (or a mixture of white rum and overproof rum)', '50ml lime juice', '150ml pineapple juice', 'ice', '1 tsp grenadine']","['Pour the rums and fruit juices into a cocktail shaker filled with ice and shake hard until the outside of the shaker feels really cold.', 'Strain the mixture into a tall glass or hurricane glass filled with ice, then slowly pour in the grenadine to colour the drink.', 'Skewer the orange wedge and cherries on a cocktail stick. Garnish the drink with mint sprigs and the skewered fruit.']",bbc,https://www.bbcgoodfood.com/recipes/zombie-cocktail,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/zombie-a2ad1e2.jpg
grasshopper cocktail,5 mins,1,Easy,"Looking for a spooky cocktail to serve at a Halloween party? With its bright green colour, this minty grasshopper cocktail will certainly look the part...","['ice', '25ml crème de menthe', '25ml white crème de cacao', '25ml single cream']","['Start by making the garnish. Take a sprig of mint, strip off the leaves at the base and dip the stalk in the melted chocolate, holding the upper leaves gently. Leave to set on a plate or tray.', 'Fill a cocktail shaker with ice then pour in the liqueurs and cream. Shake hard until the outside of the cocktail shaker is cold, then strain in to a cocktail glass or small coupe. Garnish with the chocolate-dipped sprig of mint.']",bbc,https://www.bbcgoodfood.com/recipes/grasshopper-cocktail,https://images.immediate.co.uk/production/volatile/sites/30/2018/09/grasshopper-cocktail-93b5a27.jpg
mezcalita verde cocktail,15 mins,cocktail,Easy,"Get a taste of Mexico with this mezcalita verde cocktail. Make a jugo verde with pineapple, jalapeño, lime, cucumber, agave syrup and parsley, then add mezcal – salud!","['1 pineapple , skin removed and chopped', '1 bunch of parsley', '3 limes , juiced', '1 cucumber , chopped, slices reserved for garnish', '¼ - ½ green jalapeño', 'agave syrup , to taste', '50ml Mezcal']","['Make the jugo verde by whizzing the pineapple, parsley, lime juice, cucumber and 200-250ml water in a blender. Add the jalapeño (the amount will depend on how spicy you’d like it) and blend. Adjust the sweetness by adding some agave syrup. Strain into a jug and chill – this makes about 800ml, use for another round of cocktails, or freeze the leftovers.', 'Mix the mezcal with a dash of agave syrup, 50ml of the jugo verde and some ice cubes in a cocktail shaker. Shake and strain into glasses with a slice of cucumber for garnish.']",bbc,https://www.bbcgoodfood.com/recipes/mezcalita-verde-cocktail,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/mezcalita-verde-587bf20.jpg
vampiro cocktail,5 mins,1,Easy,"Blend tequila and mescal with passata, lime and lemon juice, grenadine, Worcestershire sauce and Tabasco to make this vibrant red, Halloween-inspired cocktail","['40ml Blanco tequila', '10ml mescal', '20ml passata', '10ml lime juice', '5ml lemon juice', '5ml grenadine', '10ml Worcestershire sauce', '3 dashes pepper sauce (Tabasco is fine)']","['Chill a small wine glass or coupette glass, then brush a little water on the rim and dip into some fine smoked salt.', 'Put all the cocktail ingredients in the base of a cocktail shaker or a glass full of ice. Stir until the outside of the container feels cold, then strain into the prepared glass.']",bbc,https://www.bbcgoodfood.com/recipes/vampiro,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/vampiro-0d534bf.jpg
mulled gin,5 mins,4,Easy,Infuse apple juice with festive spices to make this Christmassy gin cocktail,"['100ml gin', '400ml apple juice', '½ lemon, sliced', '1 bay leaf', '4 cloves', '2 cardamom pods, lightly crushed', '1 small cinnamon stick', '3 juniper berries, lightly crushed', '½ tsp coriander seeds', '1 tsp runny honey']","['Divide the gin between four small heatproof glasses or teacups.', 'Tip the apple juice into a saucepan with the rest of the ingredients. Heat gently until simmering, then strain into a jug. Pour the mulled apple juice into the glasses with the gin and stir gently to combine. Garnish each glass with a bay leaf and half a lemon slice and serve warm.']",bbc,https://www.bbcgoodfood.com/recipes/mulled-gin,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/mulled_gin-8bf190e.jpg
french 75 cocktail,5 mins,1,Easy,"Love gin and champagne? Combine the two in this classic cocktail with lemon, which is sure to be a hit at any celebration. Garnish with a strip of lemon zest","['1 tbsp lemon juice', '1 tsp sugar syrup', '50ml gin', 'champagne', 'ice', 'lemon zest']","['Pour the lemon juice, sugar syrup and gin into a cocktail shaker then fill up with ice.', 'Shake well then strain into a champagne flute. Top with a little champagne, leave to settle (as it will bubble up) then fill up with more champagne. Swirl gently with a cocktail stirrer then garnish with a strip of lemon zest if you like. ']",bbc,https://www.bbcgoodfood.com/recipes/french-75-cocktail,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/440x400-french-75-554dc19.jpg
blood beetroot cocktails,15 mins,6,Easy,This blood-red lemonade and Prosecco combo is sure to be your new favourite spooky tipple,"['For the beetroot lemonade', '200g raw beetroot , grated', 'juice 8 lemons', '200g golden caster sugar']","['First, make the beetroot lemonade. In a bowl, stir together the beetroot, lemon juice and sugar. Steep in the fridge for at least 1 hr, stirring occasionally to dissolve the sugar. Pour the mixture through a sieve into a large jug to get rid of the pulp.', 'To make the cocktail, pour 25ml of the beetroot lemonade into each glass, followed by 50ml of Aperol and a few ice cubes. Top with Prosecco and serve.']",bbc,https://www.bbcgoodfood.com/recipes/blood-beetroot-cocktails,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/blood-beetroot-cocktails-a427381.jpg
spiced apple strudel & brandy cocktail,20 mins,4,Easy,The classic Sixties sidecar cocktail is given a Viennese twist with flavours of apple strudel - a tasty tipple for the Eurovision Song Contest,"['2 tbsp golden caster sugar', '200ml pressed apple juice', '1 cinnamon stick', '100ml cognac', '50ml Disaronno', '50ml madeira wine', 'juice 1 lemon', 'a large handful of ice']","['Dip the rim of 4 Martini glasses in a saucer of water, then into a saucer or small dish of golden caster sugar. Pop the glasses into the fridge until ready to serve.', 'Warm the apple juice in a small saucepan with the cinnamon stick. Bring to the boil, then turn off the heat and leave to go cold. Once cold, discard the cinnamon stick and pour into a jug.', 'Put the Cognac, Disaronno, Madeira wine and lemon juice into a cocktail shaker with a large handful of ice. Shake together until the mixture is chilled. Strain into your glasses, top up with the spiced apple juice and serve immediately.']",bbc,https://www.bbcgoodfood.com/recipes/apfelstrudel-sidecar,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/apfelstrudel-sidecar-bca998c.jpg
kneecapper cocktail,5 mins,1,Easy,This cocktail is based on a classic Bees Knees cocktail. Swap the gin for poitín – an Irish spirit – the sweet honey and zingy citrus accentuate the barley flavours in poitín,"['50ml poitín', '25ml lemon juice', '20ml honey water, see tip below']",['Shake all the ingredients together and double strain into a sours or cocktail glass.'],bbc,https://www.bbcgoodfood.com/recipes/kneecapper-cocktail,https://images.immediate.co.uk/production/volatile/sites/30/2021/06/the-kneecapper-571c1ad.jpg
bicyclette cocktail,5 mins,2,Easy,"This white wine cocktail is made with the classic bitter, Campari - add wedges of lemon for a refreshing fruity hit","['100ml Campari', 'ice cubes', '200ml dry white wine', 'slices from 1/2 lemon']","['Divide the Campari between 2 wine glasses, add 2-3 ice cubes to each glass, then top with the dry white wine.', 'Add the lemon wedges, stir to gently combine the flavours and serve.']",bbc,https://www.bbcgoodfood.com/recipes/bicyclette,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/bicyclette-e19609d.jpg
chocolate orange cocktail,15 mins,4,Easy,"Impress your Christmas party guests with this festive cocktail - with vodka, orange syrup, crème de cacao and grated chocolate","['100g golden caster sugar', 'zest of 1 orange or clementine', 'grated dark chocolate , to decorate', '100ml vodka', '100ml crème de cacao', '60ml orange syrup', '40ml orange juice', 'ice']","['First make an orange syrup. Combine 100ml water with the golden caster sugar and the orange or clementine zest in a pan and bring to the boil. Cool and strain the syrup.', 'Chill 4 coupé glasses, then dampen the rims with a little water and dip in the grated dark chocolate. In a cocktail shaker, shake the vodka, crème de cacao, orange syrup and orange juice with ice (you may need to make in 2 batches). Pour into the glasses.']",bbc,https://www.bbcgoodfood.com/recipes/jackos-chocolate-orange,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/jackos-chocolate-orange-5bdf756.jpg
aperol & limoncello cocktail,5 mins,4,Easy,"Mix vodka, limoncello, Aperol and orange juice for this punchy citrus party drink - make with Campari if you prefer","['100ml vodka', '100ml limoncello', '1 tbsp triple sec', '200ml Aperol or Campari', '300ml orange juice']",['Mix together all the ingredients in a jug. Chill until ready to serve. Pour into 4 highball glasses with ice. Decorate with citrus skewers.'],bbc,https://www.bbcgoodfood.com/recipes/aperol-limoncello-cocktail,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/aperol_limoncello_mn-2e6f7fd.jpg
snowball cocktail,10 mins,4,Easy,Spice up the classic advocaat cocktail with a dose of warming ginger and a splash of good old-fashioned Babycham. It'll get the Christmas party started,"['100ml golden caster sugar', 'a handful of sliced ginger', '100ml advocaat', '100ml ginger syrup', 'Babycham , to top up the glass']","['First make a ginger syrup. Combine 100ml water with the golden caster sugar and a handful of sliced ginger in a pan and bring to the boil. Cool the mixture and strain through a sieve.', 'Fill a highball glass with ice and pour the advocaat and ginger syrup into a cocktail shaker. Shake well, pour into the glasses, top with Babycham and serve.']",bbc,https://www.bbcgoodfood.com/recipes/nancys-snowball,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/nancys-snowball-117cfe6.jpg
soul reviver cocktail,5 mins,1,Easy,"This sophisticated sipping cocktail is made with fragrant plum sake, lemon juice and dry vermouth for a lip-smackingly good weekend tipple","['20ml plum sake', '20ml dry vermouth', '20ml triple sec']",[],bbc,https://www.bbcgoodfood.com/recipes/soul-reviver-cocktail,https://images.immediate.co.uk/production/volatile/sites/30/2021/08/Soul-reviver-cocktail-db064e8.jpg
prosecco & elderflower cocktail,25 mins,4,Easy,"This floral prosecco and vodka cocktail, with edible flower ice cubes and elegant elderflower flavours is sure to be your new favourite summer tipple","['For the ice cubes', '8 edible flowers (such as violets or rose petals)', '200ml cold jasmine tea', '1 tsp orange blossom honey', '25ml elderflower cordial', 'juice 1 grapefruit', '75ml vodka', '300ml prosecco', 'extra ice cubes']","['Before the Contest, freeze the 8 edible flowers in 8 ice cubes, if you like.', 'Pour the jasmine tea into a cocktail shaker with the orange blossom honey, elderflower cordial, grapefruit juice and vodka. Add a handful of (normal) ice cubes and shake well.', 'Strain into 4 tall glasses. Divide the Prosecco between the glasses, then add extra ice and the flowery ice cubes (if using).']",bbc,https://www.bbcgoodfood.com/recipes/winners-bouquet,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/winners-bouquet-ce4306c.jpg
mrs momoiro cocktail,5 mins,1,Easy,"Dry and sweet, this picture-perfect strawberry cocktail is a dream summer drink made with vodka and a dash of absinthe","['ice', '30ml Japanese vodka (we used Suntory Haku)', '15ml strawberry liqueur', '130ml dry rosé wine', '2 dashes of absinthe', 'small handful of strawberries, hulled and sliced, to garnish']","['Fill a wine glass with ice. Pour in the vodka, strawberry liqueur and rosé, shake over two dashes of absinthe and stir well.', 'Stir in the strawberry slices to garnish, then serve.']",bbc,https://www.bbcgoodfood.com/recipes/mrs-momoiro-cocktail,https://images.immediate.co.uk/production/volatile/sites/30/2021/05/Mrs-Momoiro-cocktail-813c193.jpg
bourbon cocktail,5 mins,2,Easy,"Serve this zingy cocktail, with crème de cacao and grenadine, with a twist of pared orange zest for a stylish party drink","['4 tbsp bourbon', '4 tbsp crème de cacao', '4 tbsp lemon juice', '2 dashes of grenadine', '4 tsp golden caster sugar']","['Put all the ingredients in a cocktail shaker with some ice. Shake together, then pour into Martini glasses, add the zest, and serve. Alternatively, serve over ice in highball glasses.']",bbc,https://www.bbcgoodfood.com/recipes/bourbon-cocktail,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/bourbon-cocktail-122cbab.jpg
hibiscus & prosecco cocktail,15 mins,4,Easy,Hibiscus flowers in syrup add a final flourish to this pink prosecco and vodka cocktail - ideal to sip at a Eurovision party,"['100ml vodka', '25ml ginger cordial', 'juice 1 orange', 'juice 1 lemon', 'a handful of ice', 'hibiscus flowers , from a jar (keep the syrup to add at the end)', '300ml prosecco']","['Pour the vodka into a cocktail shaker with the ginger cordial, orange and lemon juice. Add a handful of ice and shake until the cocktail shaker is frosty.', 'Line up 4 champagne flutes, put a hibiscus flower in each, then strain the cocktail into the glasses. Divide the prosecco between the glasses, then drop 1 tsp syrup from the hibiscus flower jar into each and allow it to sink before serving.']",bbc,https://www.bbcgoodfood.com/recipes/phoenix-fizz,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pheonix-fizz-e6abcb6.jpg
gibson cocktail,10 mins,1,Easy,"Add an umami undertone to a classic drink, with a gibson cocktail. Similar to a martini, it uses a pickled cocktail onion in place of an olive","['3 small silverskin pickled onions', '65ml gin', '5ml dry vermouth', 'ice']","['Start by making the garnish by charring the onions in a hot non-stick frying pan to obtain colour (about 4-5mins) then set aside to cool.', 'Pour all of the ingredients into a mixing glass or jug, add cubed ice and stir for around 30 seconds to achieve the desired dilution. Strain into a chilled cocktail glass, or for extra flair pour it into a small glass bottle and sit it in an ice-filled tumbler to act as a mini ice bucket. Serve with a small liqueur or port glass on the side to pour it into.', 'Thread the cooled onions onto a cocktail stick and use to garnish the drink.']",bbc,https://www.bbcgoodfood.com/recipes/gibson,https://images.immediate.co.uk/production/volatile/sites/30/2018/07/gibson-cocktail-ee04140.jpg
toffee apple sour cocktail,5 mins,1,Easy,Tantalise your guests' tastebuds with this delicious toffee apple sour. It's a perfect cocktail for a grown-up Halloween party or a Bonfire Night treat,"['40ml Somerset brandy 5yr (Calvados will do – nothing with too much age as it will start to lose some of its apple-y character)', '20ml lemon juice', '20ml egg white', '10ml toffee syrup (Biona Caramel Agave Syrup is great, or see the recipe below)', 'Breton cider to top up (about 40-50ml)']","['Put all the ingredients, except the cider, into a cocktail shaker and dry shake (no ice).', 'Add ice to the shaker and shake again. Strain into a small wine glass and top with the Breton cider.']",bbc,https://www.bbcgoodfood.com/recipes/toffee-apple-sour,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/toffee-apple-sour-f50dd26.jpg
michelada (mexican beer cocktail),5 mins,4,Easy,On a warm summer evening start the weekend with an easy Mexican-inspired cocktail,"['4 tbsp sea salt', 'juice of 6 limes', 'Mexican lager (we used Corona)', 'Tabasco sauce or Worcestershire sauce, to serve (optional)']","['Pour 4 tbsp sea salt onto a plate. Dip 4 long glasses into the juice of 6 limes, then into the salt, so you get a little salt rim around the top of the glass. Put some ice into each glass, then divide the lime juice between the glasses and top up with lager. Finish with a dash of Tabasco or Worcestershire sauce if you like.']",bbc,https://www.bbcgoodfood.com/recipes/michelada-mexican-beer-cocktail,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-684562_10-24bd9dd.jpg
